head	relation	tail
/m/0b2lw	topic_server.population_number	281757.0
/m/01gw4f	people.person.height_meters	1.62
/m/07_fl	location.geocode.latitude	33.99083
/m/018q42	location.geocode.longitude	130.583333
/m/01kmd4	people.person.date_of_birth	1978.66666667
/m/01kkx2	people.deceased_person.date_of_death	2001.5
/m/01c40n	topic_server.population_number	86000.0
/m/02633g	people.person.height_meters	1.71
/m/06v8s0	people.person.date_of_birth	1960.16666667
/m/0fhsz	location.geocode.longitude	14.258333
/m/0s987	topic_server.population_number	28311.0
/m/0hzgf	topic_server.population_number	205353.0
/m/0g7yx	topic_server.population_number	243123.0
/m/09tcg4	film.film.initial_release_date	2000.0
/m/0ky1	people.person.date_of_birth	1859.41666667
/m/0338g8	people.person.height_meters	1.92
/m/0797c7	organization.organization.date_founded	1984.0
/m/04jpl	topic_server.population_number	8630000.0
/m/0lx2l	people.person.height_meters	1.87
/m/0814k3	people.person.height_meters	1.61
/m/01fkxr	people.person.height_meters	1.651
/m/0qpsn	location.geocode.longitude	-111.943056
/m/0p7vt	location.location.area	92.72157435
/m/02s58t	people.person.date_of_birth	1914.41666667
/m/025rst1	location.geocode.longitude	-80.83
/m/04fhxp	people.person.height_meters	1.71
/m/022qw7	people.person.height_meters	1.88
/m/09s5q8	location.geocode.latitude	28.054561
/m/0kvqv	people.person.date_of_birth	1943.91666667
/m/0d05q4	location.dated_location.date_founded	1919.83333333
/m/023vwt	location.geocode.latitude	32.497222
/m/0gltv	film.film.initial_release_date	2000.5
/m/044bn	people.deceased_person.date_of_death	1994.16666667
/m/094jv	location.geocode.longitude	-76.616667
/m/0xq63	location.geocode.longitude	-73.989899
/m/05bkf	location.location.area	186.38
/m/01q8hj	organization.organization.date_founded	1819.0
/m/015wy_	location.geocode.latitude	51.4739
/m/0czkbt	people.person.height_meters	1.575
/m/075p0r	people.person.date_of_birth	1965.83333333
/m/0k9wp	organization.organization.date_founded	1954.0
/m/016wvy	people.person.height_meters	1.8
/m/02l101	people.person.date_of_birth	1904.5
/m/043q2z	organization.organization.date_founded	1816.0
/m/0166v	location.dated_location.date_founded	1966.75
/m/027_tg	organization.organization.date_founded	1994.5
/m/02jr26	people.person.height_meters	1.57
/m/02wxvtv	people.person.date_of_birth	1950.66666667
/m/0mrf1	location.geocode.latitude	26.4
/m/0f4vx	film.film.initial_release_date	1995.75
/m/04cjn	topic_server.population_number	9339023.0
/m/0l38g	location.location.area	5889.6329629
/m/05q2c	location.geocode.longitude	-118.2109
/m/0f8j13	film.film.initial_release_date	1998.41666667
/m/09yrh	people.person.date_of_birth	1969.16666667
/m/0mbf4	location.geocode.latitude	43.45
/m/0p07l	location.location.area	5516.67467502
/m/01fkxr	people.person.date_of_birth	1982.66666667
/m/0kst7v	people.person.date_of_birth	1962.5
/m/0q34g	location.geocode.latitude	52.628333
/m/0c5qvw	film.film.initial_release_date	1949.91666667
/m/013nty	location.location.area	41.47
/m/080h2	location.geocode.longitude	-123.1
/m/02fjzt	location.geocode.longitude	-71.5258
/m/0m24v	location.geocode.longitude	-112.1
/m/080dyk	people.person.date_of_birth	1981.08333333
/m/0g8st4	people.person.date_of_birth	1956.91666667
/m/049sb	people.person.height_meters	2.18
/m/017xm3	people.person.height_meters	1.575
/m/07twz	location.dated_location.date_founded	1825.66666667
/m/013zyw	people.person.date_of_birth	1939.66666667
/m/0xrz2	location.geocode.latitude	40.856413
/m/01vw26l	people.person.date_of_birth	1969.5
/m/03c5f7l	people.person.date_of_birth	1957.91666667
/m/03f1r6t	people.person.date_of_birth	1931.66666667
/m/0lcx	people.person.date_of_birth	1913.91666667
/m/01dq5z	organization.organization.date_founded	1866.91666667
/m/0g1w5	location.geocode.longitude	174.916667
/m/04sqj	location.geocode.latitude	19.433333
/m/01ptt7	organization.organization.date_founded	1865.0
/m/05xpms	people.person.date_of_birth	1967.5
/m/029zqn	film.film.initial_release_date	1998.75
/m/0tn9j	topic_server.population_number	13166.0
/m/076psv	people.person.date_of_birth	1906.91666667
/m/0gh6j94	film.film.initial_release_date	2011.33333333
/m/0mtdx	location.geocode.latitude	35.18
/m/0jsg0m	people.person.date_of_birth	1942.16666667
/m/0r7fy	location.geocode.latitude	37.661389
/m/01t110	people.person.height_meters	1.676
/m/059t6d	people.person.date_of_birth	1968.33333333
/m/0mwxl	location.dated_location.date_founded	1800.25
/m/01gc8c	location.geocode.longitude	-81.333333
/m/0r066	location.geocode.longitude	-118.130833
/m/07cjqy	people.person.date_of_birth	1978.5
/m/01vsy3q	people.person.height_meters	1.8
/m/0t6hk	location.geocode.latitude	38.971667
/m/0fr59	topic_server.population_number	78315.0
/m/03jm6c	people.person.date_of_birth	1947.75
/m/044rvb	people.person.date_of_birth	1955.08333333
/m/0n3ll	topic_server.population_number	381548.0
/m/013n2h	location.geocode.latitude	32.0
/m/0582cf	people.person.date_of_birth	1962.66666667
/m/0_jws	topic_server.population_number	75097.0
/m/0fq5j	location.geocode.latitude	29.369722
/m/059_gf	people.person.height_meters	1.8
/m/02mt4k	people.person.date_of_birth	1958.91666667
/m/07fb6	location.dated_location.date_founded	1970.5
/m/0bdd_	location.geocode.latitude	52.348333
/m/02phtzk	film.film.initial_release_date	2007.83333333
/m/07tw_b	film.film.initial_release_date	2006.0
/m/02rybfn	people.person.date_of_birth	1895.33333333
/m/01z_g6	people.person.height_meters	1.68
/m/049m19	people.person.height_meters	1.83
/m/02bd41	topic_server.population_number	32779832.0
/m/019fc4	location.location.area	246.75
/m/0_ytw	location.geocode.longitude	-96.314444
/m/01j_cy	location.geocode.longitude	-84.481
/m/01btyw	topic_server.population_number	4371998.0
/m/09bw4_	film.film.initial_release_date	2008.16666667
/m/04y9mm8	film.film.initial_release_date	2010.66666667
/m/0cp08zg	film.film.initial_release_date	2010.75
/m/0hj6h	topic_server.population_number	982816.0
/m/04qsdh	people.person.date_of_birth	1922.83333333
/m/0n6bs	topic_server.population_number	51785.0
/m/0k5px	film.film.initial_release_date	1942.41666667
/m/0nzw2	location.geocode.longitude	-84.23
/m/02vg0	people.person.height_meters	1.78
/m/0n59t	location.dated_location.date_founded	1688.41666667
/m/02r34n	people.person.date_of_birth	1941.83333333
/m/0mkp7	location.location.area	1667.95234306
/m/0ftyc	location.geocode.latitude	39.055833
/m/07y9k	organization.organization.date_founded	1954.5
/m/04rfq	people.person.date_of_birth	1892.33333333
/m/0c0tzp	people.person.date_of_birth	1896.25
/m/016t00	people.person.height_meters	1.715
/m/01mqz0	people.person.date_of_birth	1924.75
/m/0ght2	location.geocode.longitude	-95.862
/m/06g2d1	people.person.height_meters	1.84
/m/0dzst	organization.organization.date_founded	1838.0
/m/0n58p	location.dated_location.date_founded	1857.0
/m/01d26y	location.geocode.latitude	49.266667
/m/02756j	people.person.height_meters	1.63
/m/03l3jy	people.person.date_of_birth	1972.5
/m/016sqs	people.person.date_of_birth	1952.41666667
/m/01vz0g4	people.deceased_person.date_of_death	1997.25
/m/0mgkg	location.geocode.longitude	-122.3362
/m/02vq8xn	people.person.date_of_birth	1955.83333333
/m/0bbvr84	people.person.date_of_birth	1999.91666667
/m/05cqhl	people.person.date_of_birth	1945.25
/m/09pmkv	topic_server.population_number	29716965.0
/m/04411	people.deceased_person.date_of_death	1952.5
/m/044pqn	people.person.height_meters	1.75
/m/0488g	location.location.area	213096.0
/m/019jlq	location.geocode.latitude	27.05
/m/0gqfy	location.geocode.longitude	136.9
/m/05txrz	people.person.date_of_birth	1982.33333333
/m/06pwq	location.geocode.latitude	37.43
/m/03c7ln	people.person.date_of_birth	1963.91666667
/m/0mlm_	location.dated_location.date_founded	1789.0
/m/01nn7r	organization.organization.date_founded	1352.0
/m/0k57l	people.person.height_meters	1.78
/m/0qplq	location.geocode.longitude	-112.186389
/m/0jc7g	topic_server.population_number	40751.0
/m/02qjj7	people.person.height_meters	1.83
/m/042v2	people.person.date_of_birth	1942.25
/m/03fbb6	people.person.height_meters	1.7145
/m/0kv36	location.geocode.longitude	-115.35
/m/0m7fm	location.dated_location.date_founded	1800.25
/m/0170vn	people.person.height_meters	1.89
/m/0211jt	location.geocode.longitude	139.742778
/m/02rq8k8	film.film.initial_release_date	1992.08333333
/m/09bjv	location.geocode.latitude	33.886944
/m/0rng	location.geocode.longitude	-2.11
/m/0mw_q	location.location.area	1149.95472099
/m/01y06y	organization.organization.date_founded	1410.0
/m/0xr0t	location.location.area	7.839
/m/03qwyc	organization.organization.date_founded	1979.0
/m/0j8p6	location.location.area	446.04
/m/08hhm6	people.person.date_of_birth	1937.58333333
/m/03bx_5q	people.person.date_of_birth	1942.0
/m/01gg59	people.person.date_of_birth	1967.08333333
/m/01900g	people.person.date_of_birth	1971.66666667
/m/01m7mv	location.geocode.latitude	42.658333
/m/0yzyn	topic_server.population_number	70124.0
/m/01xpg	location.location.area	180.0
/m/03v1w7	people.person.date_of_birth	1935.0
/m/01p8s	location.geocode.latitude	9.933333
/m/0677j	location.geocode.longitude	0.1192
/m/02n1gr	people.person.height_meters	1.7
/m/0bsnm	location.geocode.longitude	-73.578
/m/01r32	location.geocode.latitude	51.05
/m/0136jw	location.geocode.longitude	-73.471111
/m/0qf5p	location.geocode.latitude	64.843611
/m/0g2mbn	people.person.height_meters	1.78
/m/02nt3d	film.film.initial_release_date	2004.08333333
/m/037w7r	people.person.date_of_birth	1944.58333333
/m/0mlvc	location.geocode.latitude	46.46
/m/02rrfzf	film.film.initial_release_date	2001.25
/m/071wvh	people.person.date_of_birth	1956.16666667
/m/02ln1	people.person.date_of_birth	1859.33333333
/m/0147dk	people.person.date_of_birth	1968.75
/m/0f1nl	organization.organization.date_founded	1885.83333333
/m/018_lb	people.person.height_meters	1.727
/m/03ywyk	people.person.height_meters	1.651
/m/0127xk	people.person.date_of_birth	1922.0
/m/02drd3	people.person.height_meters	1.73
/m/0dvmd	people.person.date_of_birth	1974.91666667
/m/0kq1l	topic_server.population_number	936983.0
/m/0m2dk	location.location.area	21051.4233608
/m/0498y	location.dated_location.date_founded	1792.5
/m/02t1dv	people.person.height_meters	1.6
/m/03fwln	people.person.date_of_birth	1982.58333333
/m/0j0k	location.geocode.longitude	86.67
/m/097zcz	film.film.initial_release_date	1951.75
/m/040nwr	people.person.date_of_birth	1975.5
/m/0gpmp	people.deceased_person.date_of_death	1963.0
/m/01qx13	people.person.height_meters	1.78
/m/0d9s5	location.geocode.longitude	5.116667
/m/011xy1	organization.organization.date_founded	1592.0
/m/0bqdvt	people.deceased_person.date_of_death	1997.16666667
/m/012c6x	people.deceased_person.date_of_death	2011.41666667
/m/0n3dv	topic_server.population_number	140216.0
/m/0bzty	location.geocode.longitude	9.95
/m/07q3s	location.geocode.longitude	-4.024444
/m/05v1sb	people.person.date_of_birth	1905.16666667
/m/06pwq	location.geocode.longitude	-122.17
/m/01f9wm	organization.organization.date_founded	1970.0
/m/0pqz3	location.geocode.longitude	-87.11839
/m/0l2k7	location.geocode.longitude	-120.71
/m/0n5yh	location.dated_location.date_founded	1769.0
/m/021r7r	people.deceased_person.date_of_death	2013.41666667
/m/03jqw5	people.person.date_of_birth	1970.83333333
/m/0yyts	film.film.initial_release_date	1990.0
/m/0f0p0	people.person.date_of_birth	1907.08333333
/m/04smdd	film.film.initial_release_date	2005.0
/m/0r111	location.dated_location.date_founded	1912.83333333
/m/0r0ls	topic_server.population_number	62205.0
/m/0fn2g	location.geocode.latitude	13.75
/m/05l64	location.location.area	454.0
/m/071cn	topic_server.population_number	142052.0
/m/0fcrg	topic_server.population_number	2415946.0
/m/025rst1	topic_server.population_number	374001.0
/m/0cv3w	location.geocode.longitude	-115.173851
/m/01l5rz	location.geocode.latitude	53.5595
/m/0p03t	location.location.area	2015.01074984
/m/01w03jv	people.person.date_of_birth	1958.5
/m/03xx3m	people.deceased_person.date_of_death	1973.58333333
/m/027r8p	people.person.height_meters	1.6
/m/01dbgw	people.person.date_of_birth	1932.08333333
/m/018txg	location.geocode.longitude	138.866667
/m/01938t	people.deceased_person.date_of_death	1975.25
/m/04pp9s	people.person.date_of_birth	1949.66666667
/m/0163v	location.geocode.latitude	53.916667
/m/04cw0n4	people.deceased_person.date_of_death	1960.41666667
/m/03dn9v	people.person.height_meters	1.73
/m/01dtq1	topic_server.population_number	1599361.0
/m/02dh86	people.person.date_of_birth	1946.0
/m/0n5_g	location.geocode.latitude	42.92
/m/01304j	people.person.height_meters	1.77
/m/07b1gq	film.film.initial_release_date	1995.5
/m/03spz	topic_server.population_number	2475000.0
/m/0210hf	people.person.height_meters	1.88
/m/05rgl	location.geocode.longitude	-160.0
/m/013kcv	location.geocode.latitude	36.131389
/m/026m0	people.deceased_person.date_of_death	1976.75
/m/07ymr5	people.person.date_of_birth	1978.66666667
/m/03pbf	location.location.area	204.14
/m/0hg5	location.geocode.latitude	42.5
/m/017f4y	people.person.date_of_birth	1945.08333333
/m/04bz7q	people.person.date_of_birth	1955.33333333
/m/0qcrj	topic_server.population_number	29663.0
/m/0n23n	location.dated_location.date_founded	1818.0
/m/014kg4	people.deceased_person.date_of_death	1990.08333333
/m/01mxt_	people.person.height_meters	1.83
/m/0137g1	people.person.height_meters	1.71
/m/05q54f5	film.film.initial_release_date	2010.41666667
/m/0dhf5	location.location.area	1664.0
/m/0f04v	location.geocode.longitude	-121.9
/m/0nbzp	location.location.area	43.5118002536
/m/0vg8x	location.geocode.latitude	42.583611
/m/0gjcy	location.location.area	128.3
/m/058s44	people.person.height_meters	1.84
/m/02p68d	people.person.date_of_birth	1953.16666667
/m/01_c4	location.geocode.longitude	-0.0922
/m/0nppc	location.geocode.latitude	38.866667
/m/0t_4_	location.geocode.longitude	-71.106667
/m/01m4yn	people.person.height_meters	1.63
/m/0ffmp	location.dated_location.date_founded	1794.75
/m/0443c	people.person.height_meters	1.8
/m/0g7yx	location.geocode.longitude	15.55
/m/0d7k1z	topic_server.population_number	114249.0
/m/0d7_n	location.geocode.latitude	49.85
/m/0hfml	people.person.date_of_birth	1930.08333333
/m/019fm7	location.dated_location.date_founded	1947.66666667
/m/06pj8	people.person.date_of_birth	1947.0
/m/02qkt	location.geocode.latitude	50.0
/m/03nkts	people.person.height_meters	1.91
/m/0ymf1	location.geocode.longitude	-1.251996
/m/02hvkf	location.location.area	660.97
/m/0fw4v	topic_server.population_number	389714.0
/m/01r9fv	people.person.date_of_birth	1953.08333333
/m/0154fs	location.geocode.longitude	-79.766667
/m/01c744	location.geocode.latitude	46.066667
/m/06t2t	location.geocode.longitude	103.8
/m/04tz52	film.film.initial_release_date	1981.0
/m/0ftvz	topic_server.population_number	150624.0
/m/0z1l8	location.geocode.longitude	-82.965556
/m/02hcxm	organization.organization.date_founded	1660.91666667
/m/02t_99	people.person.date_of_birth	1972.91666667
/m/05cj4r	people.person.date_of_birth	1934.5
/m/02q636	location.geocode.longitude	-75.160278
/m/029ql	people.person.date_of_birth	1924.33333333
/m/05v10	topic_server.population_number	2484736.0
/m/0nht0	location.geocode.latitude	45.5
/m/01b8jj	location.geocode.latitude	-27.466667
/m/0ys4f	location.location.area	45.2
/m/01v3rb	organization.organization.date_founded	1976.33333333
/m/098n_m	people.person.date_of_birth	1964.16666667
/m/0n5hw	topic_server.population_number	90130.0
/m/01b9z4	people.person.height_meters	1.76
/m/051y1hd	people.person.date_of_birth	1901.0
/m/067jsf	people.person.height_meters	1.68
/m/013crh	topic_server.population_number	82807.0
/m/022r38	location.geocode.longitude	-73.963333
/m/02cb1j	topic_server.population_number	862196.0
/m/0zlt9	location.geocode.longitude	-78.3997
/m/0c5_3	location.geocode.latitude	52.408056
/m/02ny6g	film.film.initial_release_date	1993.83333333
/m/015gw6	people.person.height_meters	1.8
/m/016n7b	location.location.area	244.62
/m/0nbfm	location.geocode.longitude	-0.147
/m/0347xz	people.person.date_of_birth	1944.83333333
/m/01jxlz	location.geocode.longitude	-3.1
/m/0dbns	location.geocode.longitude	-1.31259
/m/0184tc	film.film.initial_release_date	1986.5
/m/0mwl2	topic_server.population_number	298357.0
/m/01p1b	location.dated_location.date_founded	1960.66666667
/m/0tj4y	location.geocode.latitude	36.981667
/m/0315q3	people.person.date_of_birth	1970.25
/m/0hv4t	film.film.initial_release_date	1974.5
/m/0fthl	location.dated_location.date_founded	1496.0
/m/01pbs9w	people.person.date_of_birth	1937.33333333
/m/0686zv	people.person.height_meters	1.83
/m/01v90t	people.deceased_person.date_of_death	1992.5
/m/01tkgy	people.person.date_of_birth	1964.83333333
/m/03qjlz	people.deceased_person.date_of_death	2001.0
/m/031k24	people.person.date_of_birth	1949.08333333
/m/02jx1	location.geocode.latitude	51.5
/m/01vtmw6	people.person.date_of_birth	1941.5
/m/07dvs	topic_server.population_number	8610000.0
/m/01jr6	topic_server.population_number	100584.0
/m/0n1tx	location.dated_location.date_founded	1840.25
/m/016z51	people.person.date_of_birth	1926.91666667
/m/01flgk	location.geocode.longitude	2.483333
/m/04wlh	location.dated_location.date_founded	1975.5
/m/0174qm	topic_server.population_number	99412.0
/m/0b_fw	people.deceased_person.date_of_death	2001.5
/m/02pbzv	location.geocode.longitude	26.101117
/m/0fr5p	location.dated_location.date_founded	1773.0
/m/043tz0c	film.film.initial_release_date	2009.75
/m/01mh8zn	people.person.date_of_birth	1959.83333333
/m/0bmm4	location.geocode.latitude	46.055556
/m/05sq84	people.person.date_of_birth	1947.58333333
/m/0gm34	people.person.height_meters	1.78
/m/018mrd	location.dated_location.date_founded	1899.0
/m/01nrnm	location.geocode.longitude	-0.178889
/m/03c5bz	people.person.height_meters	1.65
/m/047t_	location.location.area	811.0
/m/0j5g9	location.location.area	20761.0
/m/02vxy_	location.geocode.longitude	12.453379
/m/0n2q0	topic_server.population_number	1448590.0
/m/02kmx6	people.person.date_of_birth	1946.58333333
/m/06rkfs	organization.organization.date_founded	1787.5
/m/01gpzx	location.location.area	16401.04
/m/02nq10	location.geocode.longitude	4.890278
/m/017y26	organization.organization.date_founded	1790.0
/m/0nrqh	location.geocode.longitude	-93.570278
/m/03f1zdw	people.person.date_of_birth	1960.75
/m/01vn35l	people.person.date_of_birth	1948.41666667
/m/0cb1ky	people.person.height_meters	1.55
/m/0l178	topic_server.population_number	571154.0
/m/0mp08	location.geocode.latitude	36.587222
/m/06ryl	topic_server.population_number	44142.0
/m/06fq2	location.geocode.longitude	-95.402778
/m/04cr6qv	people.person.height_meters	1.7
/m/07f3xb	people.person.date_of_birth	1967.66666667
/m/0jc6p	location.dated_location.date_founded	1856.0
/m/0qkcb	location.location.area	47.1377836081
/m/03rt9	location.geocode.longitude	-6.2675
/m/0hqzr	location.location.area	65.19
/m/063zky	film.film.initial_release_date	1987.91666667
/m/012bk	people.deceased_person.date_of_death	2014.08333333
/m/01w7nwm	people.person.height_meters	1.84
/m/06n7h7	people.person.height_meters	1.6
/m/04j53	location.location.area	160.0
/m/03q8ch	people.person.date_of_birth	1936.0
/m/0mm0p	location.geocode.latitude	46.58
/m/01_xtx	people.person.date_of_birth	1975.08333333
/m/0ph2w	people.person.height_meters	1.77
/m/06jplb	organization.organization.date_founded	1970.0
/m/01pnn3	people.person.date_of_birth	1965.5
/m/0277j40	film.film.initial_release_date	1995.83333333
/m/07hhnl	people.person.date_of_birth	1905.33333333
/m/050tt8	location.dated_location.date_founded	2000.91666667
/m/03n6r	people.deceased_person.date_of_death	1957.08333333
/m/06hdk	topic_server.population_number	584058.0
/m/0221g_	location.geocode.longitude	-97.362823
/m/016ztl	film.film.initial_release_date	1992.58333333
/m/02f6s3	people.person.date_of_birth	1894.58333333
/m/01rmnp	people.person.height_meters	1.55
/m/0227tr	people.person.height_meters	1.91
/m/01zmpg	people.person.height_meters	1.85
/m/0tz1x	location.location.area	34.9648394895
/m/07x4qr	film.film.initial_release_date	2011.58333333
/m/0k3kg	location.geocode.longitude	-71.19
/m/02z2mr7	film.film.initial_release_date	2010.0
/m/096gm	location.location.area	228.0
/m/0r5wt	location.geocode.longitude	-122.236111
/m/06l32y	location.geocode.latitude	41.876111
/m/0bs5vty	film.film.initial_release_date	2011.41666667
/m/0jmxb	location.geocode.latitude	54.62704075
/m/0nty_	location.dated_location.date_founded	1821.0
/m/03jg5t	people.person.height_meters	1.83
/m/086g2	location.geocode.latitude	22.566667
/m/08s_lw	people.person.date_of_birth	1966.83333333
/m/02t_zq	people.person.date_of_birth	1936.41666667
/m/01qvtwm	people.person.date_of_birth	1972.75
/m/0mwvq	location.dated_location.date_founded	1682.91666667
/m/0123_x	location.geocode.longitude	2.0
/m/0cl0bk	people.person.date_of_birth	1973.58333333
/m/0fn7r	location.geocode.latitude	6.934444
/m/01qcz7	location.geocode.longitude	6.55
/m/07bcn	location.dated_location.date_founded	1850.16666667
/m/0212ny	location.geocode.longitude	30.5
/m/0_j_z	location.geocode.latitude	41.875556
/m/0prpt	location.geocode.latitude	43.550861
/m/017hnw	location.geocode.latitude	42.6473
/m/03pcgf	location.location.area	36.472
/m/027wvb	topic_server.population_number	1366444.0
/m/0kq1l	location.geocode.longitude	-121.95
/m/0qb0j	location.geocode.longitude	118.4
/m/0l_tn	location.location.area	65423.1
/m/02x9cv	location.geocode.latitude	46.86
/m/03f2fw	organization.organization.date_founded	1966.0
/m/052fbt	location.geocode.longitude	9.190336
/m/03xmy1	people.person.date_of_birth	1963.58333333
/m/03d_zl4	people.deceased_person.date_of_death	1998.41666667
/m/010016	location.geocode.longitude	-97.129167
/m/04s934	organization.organization.date_founded	1856.0
/m/0nvt9	location.geocode.longitude	-87.716667
/m/071vr	location.location.area	964.506
/m/06pr6	location.geocode.longitude	30.3
/m/0b90_r	topic_server.population_number	54669034.0
/m/056wb	people.person.height_meters	2.057
/m/027fwmt	film.film.initial_release_date	1978.83333333
/m/0_3cs	location.location.area	46.619785986
/m/0z4_0	location.location.area	490.6
/m/03_fmr	location.geocode.latitude	40.692
/m/02lfcm	people.person.date_of_birth	1966.25
/m/012vwb	location.geocode.latitude	34.678333
/m/03vrv9	people.person.date_of_birth	1938.25
/m/0889d	location.geocode.latitude	40.183333
/m/088cp	location.geocode.latitude	53.958333
/m/02z6fs	organization.organization.date_founded	1857.0
/m/0lvng	location.geocode.longitude	4.486949
/m/0_565	location.location.area	24.6048870482
/m/0yz30	topic_server.population_number	18355.0
/m/02zbjhq	people.person.height_meters	1.87
/m/01364q	people.person.date_of_birth	1946.33333333
/m/07bxhl	location.geocode.latitude	27.417
/m/0rng	topic_server.population_number	228990.0
/m/03fw4y	people.person.date_of_birth	1932.75
/m/04g9gd	film.film.initial_release_date	2005.75
/m/0kq08	location.location.area	4343.41006103
/m/0t_07	location.geocode.latitude	42.460278
/m/0t_4_	topic_server.population_number	57170.0
/m/0jrxx	location.geocode.longitude	-80.05
/m/0tlq9	topic_server.population_number	54611.0
/m/0f5xn	people.person.height_meters	1.89
/m/05c9zr	film.film.initial_release_date	2007.0
/m/0392kz	people.person.height_meters	1.6
/m/0584j4n	people.deceased_person.date_of_death	1980.16666667
/m/05v954	people.person.date_of_birth	1973.33333333
/m/0438f	location.geocode.longitude	-78.87375
/m/057__d	film.film.initial_release_date	2000.83333333
/m/0sq2v	location.location.area	108.47
/m/013_5c	organization.organization.date_founded	1916.58333333
/m/0mzg2	location.geocode.latitude	54.195278
/m/0fjsl	topic_server.population_number	207689.0
/m/01swdw	organization.organization.date_founded	1973.41666667
/m/03hzl42	people.person.height_meters	1.73
/m/0mpbx	location.geocode.longitude	-77.108333
/m/01w524f	people.person.date_of_birth	1959.41666667
/m/03c6v3	people.person.date_of_birth	1967.25
/m/0nj1c	location.geocode.longitude	-83.45
/m/03bnd9	location.geocode.latitude	39.839444
/m/01dw4q	people.person.date_of_birth	1965.0
/m/05bp8g	people.deceased_person.date_of_death	2000.41666667
/m/03f1d47	people.person.date_of_birth	1969.75
/m/021gt5	location.geocode.longitude	-73.189722
/m/0gthm	people.person.date_of_birth	1925.83333333
/m/01mmslz	people.person.date_of_birth	1932.33333333
/m/03xpsrx	people.person.date_of_birth	1961.41666667
/m/0dx_q	people.person.height_meters	1.68
/m/0h6rm	location.geocode.longitude	-3.18719444444
/m/01pfkw	people.person.height_meters	1.75
/m/01d0b1	people.person.height_meters	1.63
/m/0gtvpkw	film.film.initial_release_date	2012.33333333
/m/067jsf	people.person.date_of_birth	1963.66666667
/m/010bnr	location.geocode.longitude	-99.490593
/m/0dhd5	topic_server.population_number	529180.0
/m/06vbd	topic_server.population_number	15591261.0
/m/09bg4l	people.person.height_meters	1.72
/m/01wj9y9	people.deceased_person.date_of_death	1977.66666667
/m/01tszq	people.person.date_of_birth	1973.16666667
/m/0qmd5	film.film.initial_release_date	1980.83333333
/m/034m8	topic_server.population_number	795369.0
/m/07m77x	people.person.date_of_birth	1960.58333333
/m/03q1vd	people.person.height_meters	1.89
/m/0ps1q	topic_server.population_number	488005.0
/m/05fjy	location.geocode.latitude	34.0
/m/0pmpl	topic_server.population_number	193100.0
/m/05lb65	people.person.date_of_birth	1960.25
/m/02htv6	location.geocode.latitude	39.9488
/m/01nr36	people.person.height_meters	1.96
/m/01gc8c	topic_server.population_number	43165.0
/m/0cz8mkh	film.film.initial_release_date	2011.66666667
/m/01hmk9	people.deceased_person.date_of_death	2006.0
/m/04q42	topic_server.population_number	1131938.0
/m/09r9dp	people.person.date_of_birth	1971.25
/m/01ckhj	people.person.height_meters	1.822
/m/0fr61	topic_server.population_number	105174.0
/m/02c7tb	location.location.area	310.0
/m/0b1xl	organization.organization.date_founded	1870.5
/m/02h6_6p	topic_server.population_number	1388308.0
/m/0mgp	topic_server.population_number	1040717.0
/m/014162	location.geocode.latitude	53.916667
/m/036gdw	people.person.date_of_birth	1969.08333333
/m/03dctt	people.person.date_of_birth	1957.08333333
/m/0tl6d	location.geocode.latitude	30.216667
/m/0fw1y	location.geocode.latitude	47.0425
/m/01vw_dv	people.person.height_meters	1.68
/m/0cv5l	location.geocode.latitude	51.833333
/m/0c01c	people.person.date_of_birth	1974.25
/m/01q7q2	location.geocode.latitude	44.4775
/m/016s0m	people.person.date_of_birth	1964.25
/m/0ftps	people.person.date_of_birth	1949.41666667
/m/03msf	location.geocode.longitude	-0.2
/m/0z18v	topic_server.population_number	50905.0
/m/0k696	topic_server.population_number	137555.0
/m/04954	people.person.date_of_birth	1958.58333333
/m/02cqbx	people.person.height_meters	1.56
/m/063g7l	people.person.date_of_birth	1968.58333333
/m/0235l	location.geocode.latitude	39.160833
/m/0h1_w	people.person.height_meters	1.78
/m/016qwt	location.geocode.longitude	11.43056305
/m/0239zv	people.person.date_of_birth	1923.75
/m/018phr	people.person.height_meters	1.72
/m/0dlv0	location.geocode.latitude	28.613889
/m/056_y	location.geocode.longitude	-3.716667
/m/0t0n5	location.geocode.latitude	41.983056
/m/0kr5_	people.person.height_meters	1.702
/m/0677j	location.geocode.latitude	52.2017
/m/0gf14	location.geocode.latitude	43.657736
/m/0dzs0	topic_server.population_number	7248.0
/m/0q8s4	topic_server.population_number	53827.0
/m/0mxcf	location.location.area	7912.41367708
/m/01z8f0	location.geocode.longitude	-0.77918
/m/01r32	location.location.area	726.5
/m/02ktrs	people.person.date_of_birth	1981.75
/m/019y64	people.person.date_of_birth	1962.83333333
/m/060_7	people.deceased_person.date_of_death	1973.33333333
/m/0gqrb	people.person.height_meters	1.73
/m/02xb2bt	people.person.date_of_birth	1964.0
/m/03pmty	people.person.date_of_birth	1963.75
/m/01w9wwg	people.person.height_meters	1.77
/m/08433	people.deceased_person.date_of_death	1997.66666667
/m/0cx2r	topic_server.population_number	1815488.0
/m/01rrd4	people.person.height_meters	1.78
/m/02h659	organization.organization.date_founded	1885.91666667
/m/0fqg8	location.geocode.latitude	35.166667
/m/01tc9r	people.person.date_of_birth	1946.83333333
/m/0hqcy	people.person.height_meters	1.85
/m/01dkpb	people.person.date_of_birth	1921.91666667
